unit,tra_meas,airp_pr\time	2017Q2 	2017Q1 	2017M07 	2017M06 	2017M05 	2017M04 	2017M03 	2017M02 	2017M01 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2016M12 	2016M11 	2016M10 	2016M09 	2016M08 	2016M07 	2016M06 	2016M05 	2016M04 	2016M03 	2016M02 	2016M01 	2016 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2015M12 	2015M11 	2015M10 	2015M09 	2015M08 	2015M07 	2015M06 	2015M05 	2015M04 	2015M03 	2015M02 	2015M01 	2015 
PAS,PAS_CRD_DEP,MK_LWSK_IT_LIME	: 	: 	: 	: 	: 	: 	: 	: 	: 	3777 	4200 	4163 	4118 	1041 	1353 	1383 	1390 	1577 	1233 	1304 	1486 	1373 	1362 	1206 	1550 	16258 	4336 	6000 	4070 	3898 	1657 	1259 	1420 	1907 	2289 	1804 	1366 	1430 	1274 	1334 	1195 	1369 	18304 
PAS,PAS_CRD_DEP,MK_LWSK_IT_LIPH	: 	: 	: 	: 	: 	: 	: 	: 	: 	3823 	4389 	4029 	3795 	1300 	1329 	1194 	1525 	1480 	1384 	1248 	1407 	1374 	1169 	1204 	1422 	16036 	3911 	4413 	3904 	3899 	1337 	1347 	1227 	1516 	1563 	1334 	1217 	1388 	1299 	1316 	1205 	1378 	16127 
PAS,PAS_CRD_DEP,MK_LWSK_IT_LIRF	: 	: 	: 	: 	: 	: 	: 	: 	: 	3642 	6613 	6008 	4547 	: 	1618 	2024 	2131 	2653 	1829 	1778 	2062 	2168 	1542 	1388 	1617 	20810 	4598 	6950 	6281 	4060 	1319 	1314 	1965 	2384 	2744 	1822 	2144 	2105 	2032 	1553 	1091 	1416 	21889 
PAS,PAS_CRD_DEP,MK_LWSK_NL_EHEH	: 	: 	: 	: 	: 	: 	: 	: 	: 	4065 	4433 	3624 	4229 	1327 	1269 	1469 	1593 	1414 	1426 	754 	1550 	1320 	1463 	1283 	1483 	16351 	3998 	4573 	4125 	3740 	1176 	1509 	1313 	1603 	1596 	1374 	1217 	1481 	1427 	1304 	1205 	1231 	16436 
PAS,PAS_CRD_DEP,MK_LWSK_NO_ENTO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3884 	4511 	3631 	3505 	1236 	1345 	1303 	1552 	1637 	1322 	776 	1415 	1440 	1095 	1187 	1223 	15531 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_DEP,MK_LWSK_RS_LYBE	5113 	4291 	2576 	2228 	1440 	1445 	1353 	1245 	1693 	5166 	10284 	5638 	3303 	1577 	1592 	1997 	2953 	4277 	3054 	2468 	1614 	1556 	1299 	1039 	965 	24391 	4294 	9651 	5597 	4631 	1111 	1381 	1802 	2558 	4242 	2851 	2203 	1717 	1677 	1570 	1564 	1497 	24173 
PAS,PAS_CRD_DEP,MK_LWSK_SE_ESGG	5872 	6009 	2494 	1608 	2142 	2122 	2055 	1865 	2089 	6341 	6657 	5684 	4658 	2241 	2018 	2082 	2276 	2398 	1983 	1609 	2082 	1993 	1571 	1280 	1807 	23340 	6529 	8710 	5553 	4824 	1933 	2012 	2584 	2942 	3287 	2481 	1528 	1989 	2036 	1730 	1298 	1796 	25616 
PAS,PAS_CRD_DEP,MK_LWSK_SE_ESKN	: 	: 	: 	: 	: 	: 	: 	: 	: 	3815 	4382 	3844 	3725 	1170 	1212 	1433 	1390 	1631 	1361 	1175 	1461 	1208 	1335 	1235 	1155 	15766 	3570 	4402 	3480 	3652 	949 	1245 	1376 	1383 	1626 	1393 	1092 	1279 	1109 	1229 	1152 	1271 	15104 
PAS,PAS_CRD_DEP,MK_LWSK_SE_ESMS	9465 	8495 	4190 	2416 	3595 	3454 	2748 	2559 	3188 	10260 	11089 	9502 	9533 	3368 	3296 	3596 	3836 	3988 	3265 	2746 	3487 	3269 	3235 	2739 	3559 	40384 	12249 	15107 	9340 	8394 	3306 	4040 	4903 	5189 	5697 	4221 	2557 	3352 	3431 	2994 	2524 	2876 	45090 
PAS,PAS_CRD_DEP,MK_LWSK_SI_LJLJ	7076 	5468 	2124 	2028 	2569 	2479 	1946 	1531 	1991 	5563 	6012 	5260 	4742 	1654 	1921 	1988 	1953 	2604 	1455 	1621 	2103 	1536 	1595 	1543 	1604 	21577 	5825 	6635 	5994 	4527 	1613 	1983 	2229 	2181 	2824 	1630 	1757 	2137 	2100 	1647 	1331 	1549 	22981 
PAS,PAS_CRD_DEP,MK_LWSK_SK_LZIB	4233 	4090 	2169 	1453 	1452 	1328 	1549 	1064 	1477 	3940 	4414 	3956 	0 	1290 	1243 	1407 	1499 	1531 	1384 	1249 	1398 	1309 	: 	0 	0 	12310 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PAS,PAS_CRD_DEP,MK_LWSK_TR_LTAI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9448 	2250 	: 	: 	: 	: 	1808 	4090 	3550 	1919 	331 	: 	: 	: 	: 	11698 	: 	10370 	2135 	: 	: 	: 	: 	1737 	4823 	3810 	2135 	: 	: 	: 	: 	: 	12505 
PAS,PAS_CRD_DEP,MK_LWSK_TR_LTBA	19935 	14276 	7387 	5988 	7547 	6400 	5426 	4472 	4378 	17727 	21924 	19428 	14266 	5005 	5688 	7034 	7702 	8512 	5710 	5763 	7502 	6163 	5326 	4708 	4232 	73345 	15336 	21487 	18430 	15367 	4242 	5139 	5955 	7309 	8277 	5901 	5877 	6622 	5931 	5610 	4482 	5275 	70620 
PAS,PAS_CRD_DEP,MK_LWSK_TR_LTFJ	9563 	7029 	3377 	3092 	3471 	3000 	2552 	2110 	2367 	7031 	9367 	9229 	5457 	2257 	2032 	2742 	3359 	3488 	2520 	3000 	3686 	2543 	1706 	1654 	2097 	31084 	6762 	9662 	9273 	4265 	2272 	1812 	2678 	3219 	3639 	2804 	3466 	3217 	2590 	1439 	1257 	1569 	29962 
PAS,PAS_CRD_DEP,MK_LWSK_UK_EGGW	10296 	6961 	2463 	3221 	3464 	3611 	2342 	2011 	2608 	8594 	9979 	8713 	8744 	2808 	2690 	3096 	3435 	3786 	2758 	2985 	2934 	2794 	3099 	2583 	3062 	36030 	8868 	10473 	10106 	7525 	2612 	2668 	3588 	3956 	3868 	2649 	3211 	3486 	3409 	2698 	2312 	2515 	36972 
SEAT,ST_PAS,MK_LWSK_AE_OMDB	: 	: 	: 	: 	: 	: 	: 	: 	: 	9678 	9618 	9618 	9238 	3372 	2994 	3312 	3312 	3312 	2994 	3312 	3342 	2964 	3312 	3312 	2614 	38152 	9936 	13368 	12264 	9996 	3282 	3342 	3312 	3312 	5202 	4854 	4854 	4098 	3312 	3342 	2964 	3690 	45564 
SEAT,ST_PAS,MK_LWSK_AT_LOWW	49808 	34746 	19940 	17784 	16716 	15308 	14978 	8874 	10894 	35470 	49124 	41042 	27910 	10882 	10926 	13662 	14564 	17360 	17200 	14688 	13870 	12484 	10450 	8561 	8899 	153546 	30927 	47676 	37240 	26516 	8744 	10869 	11314 	14440 	16580 	16656 	12718 	12652 	11870 	9778 	8154 	8584 	142359 
SEAT,ST_PAS,MK_LWSK_BE_EBCI	9360 	9360 	3680 	3240 	3240 	2880 	3240 	2880 	3240 	9360 	9560 	9360 	9180 	2880 	2880 	3600 	2880 	3340 	3340 	2880 	3240 	3240 	2880 	3240 	3060 	37460 	8640 	9360 	9360 	9000 	2160 	3240 	3240 	2880 	3240 	3240 	3240 	3240 	2880 	3240 	2880 	2880 	36360 
SEAT,ST_PAS,MK_LWSK_CH_LSZH	44036 	37898 	19654 	12934 	14376 	16726 	13004 	10320 	14574 	44298 	57192 	43972 	44191 	14806 	13360 	16132 	15654 	20720 	20818 	13930 	15294 	14748 	14418 	13764 	16009 	189653 	49054 	52816 	38576 	23356 	18700 	13844 	16510 	16128 	19364 	17324 	12168 	14052 	12356 	7784 	6848 	8724 	163802 
SEAT,ST_PAS,MK_LWSK_DE_EDDB	14040 	9000 	4760 	4680 	4680 	4680 	3240 	2880 	2880 	9720 	9600 	9360 	1080 	3240 	2880 	3600 	2880 	3340 	3380 	2880 	3240 	3240 	1080 	: 	: 	29760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS,MK_LWSK_DE_EDDH	9360 	9000 	3360 	2880 	3240 	3240 	2880 	2880 	3240 	8460 	9820 	7560 	: 	2520 	3060 	2880 	3240 	3340 	3240 	2880 	3240 	1440 	: 	: 	: 	25840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS,MK_LWSK_DE_EDDK	13860 	10080 	4780 	4680 	4680 	4500 	3240 	2880 	3960 	13860 	14460 	14229 	10440 	5040 	4500 	4320 	4680 	5040 	4740 	4680 	4680 	4869 	3960 	2880 	3600 	52989 	11340 	14040 	9720 	9360 	3780 	2880 	4680 	4680 	4680 	4680 	3240 	3240 	3240 	3240 	2880 	3240 	44460 
SEAT,ST_PAS,MK_LWSK_DE_EDDN	: 	: 	: 	: 	: 	: 	: 	: 	: 	9360 	9500 	9360 	9360 	3240 	2880 	3240 	3240 	2880 	3380 	3240 	3240 	2880 	3240 	2880 	3240 	37580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS,MK_LWSK_DE_EDFH	14040 	9720 	4680 	4680 	4680 	4680 	3240 	2880 	3600 	10440 	13560 	10080 	10440 	3960 	2880 	3600 	3960 	4760 	4840 	3600 	3240 	3240 	3960 	2880 	3600 	44520 	9180 	13320 	9360 	9000 	3060 	2880 	3240 	3960 	4680 	4680 	3240 	3240 	2880 	3240 	2880 	2880 	40860 
SEAT,ST_PAS,MK_LWSK_DE_EDJA	9360 	12780 	4184 	3240 	2880 	3240 	3600 	4320 	4860 	14220 	14380 	14040 	14040 	4860 	4680 	4680 	4680 	4860 	4840 	4680 	4680 	4680 	5040 	4320 	4680 	56680 	14220 	14040 	14040 	14040 	4860 	4320 	5040 	4680 	4680 	4680 	4680 	4680 	4680 	4680 	4320 	5040 	56340 
SEAT,ST_PAS,MK_LWSK_DE_EDLW	14040 	13680 	4840 	4680 	4680 	4680 	4680 	4320 	4680 	13500 	14560 	14040 	14040 	4320 	4500 	4680 	4680 	5040 	4840 	4680 	4680 	4680 	5040 	4320 	4680 	56140 	13680 	14040 	14040 	13680 	4320 	4320 	5040 	4680 	4680 	4680 	4680 	4680 	4680 	4680 	4320 	4680 	55440 
SEAT,ST_PAS,MK_LWSK_DE_EDNY	9360 	9000 	3760 	2880 	3240 	3240 	3060 	2700 	3240 	9000 	9600 	9360 	9540 	2520 	3240 	3240 	2880 	3340 	3380 	3240 	3240 	2880 	3240 	3240 	3060 	37500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS,MK_LWSK_DK_EKCH	9360 	9360 	3844 	3240 	3240 	2880 	3240 	2880 	3240 	8460 	9600 	9509 	1080 	2520 	3060 	2880 	2880 	3340 	3380 	3389 	3240 	2880 	1080 	: 	: 	28649 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS,MK_LWSK_ES_LEBL	: 	: 	: 	: 	: 	: 	: 	: 	: 	8820 	9720 	9360 	9360 	2520 	3060 	3240 	3240 	3240 	3240 	2880 	3240 	3240 	3240 	2880 	3240 	37260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS,MK_LWSK_FR_LFOB	: 	: 	: 	: 	: 	: 	: 	: 	: 	9000 	9820 	9360 	9360 	2520 	3240 	3240 	3240 	3240 	3340 	2880 	3240 	3240 	3240 	2880 	3240 	37540 	9180 	13320 	9360 	9360 	3060 	2880 	3240 	3960 	4680 	4680 	3240 	3240 	2880 	3240 	2880 	3240 	41220 
SEAT,ST_PAS,MK_LWSK_FR_LFSB	23220 	23632 	10220 	7560 	7920 	7740 	7920 	6660 	9052 	23876 	26486 	23589 	20592 	7856 	8100 	7920 	7560 	8660 	10266 	7920 	8109 	7560 	7200 	6120 	7272 	94543 	22478 	23400 	23400 	19260 	6638 	7920 	7920 	7560 	7920 	7920 	7560 	7920 	7920 	6840 	5760 	6660 	88538 
SEAT,ST_PAS,MK_LWSK_HR_LDZA	22184 	14742 	7732 	7588 	7024 	7572 	5844 	4104 	4794 	18354 	24512 	23998 	14824 	5124 	5268 	7962 	8100 	8120 	8292 	8146 	8108 	7744 	5576 	4364 	4884 	81688 	17328 	23528 	23372 	16080 	4916 	5980 	6432 	7408 	7972 	8148 	7276 	7896 	8200 	6044 	4592 	5444 	80308 
SEAT,ST_PAS,MK_LWSK_IT_LIME	: 	: 	: 	: 	: 	: 	: 	: 	: 	9000 	9012 	9360 	9720 	2520 	3240 	3240 	2880 	3240 	2892 	2880 	3240 	3240 	3240 	2880 	3600 	37092 	10080 	13320 	9360 	9360 	3960 	2880 	3240 	3960 	4680 	4680 	3240 	3240 	2880 	3240 	2880 	3240 	42120 
SEAT,ST_PAS,MK_LWSK_IT_LIPH	: 	: 	: 	: 	: 	: 	: 	: 	: 	9360 	9860 	9360 	9000 	3240 	3240 	2880 	3240 	3240 	3380 	2880 	3240 	3240 	2880 	2880 	3240 	37580 	9360 	9720 	9360 	9360 	3240 	3240 	2880 	3240 	3240 	3240 	2880 	3240 	3240 	3240 	2880 	3240 	37800 
SEAT,ST_PAS,MK_LWSK_IT_LIRF	: 	: 	: 	: 	: 	: 	: 	: 	: 	11430 	16100 	16336 	13800 	: 	5392 	6038 	5228 	5544 	5328 	5192 	5542 	5602 	4776 	4400 	4624 	57666 	14132 	16754 	16184 	12920 	4400 	4336 	5396 	5380 	5878 	5496 	5400 	5656 	5128 	4776 	3744 	4400 	59990 
SEAT,ST_PAS,MK_LWSK_NL_EHEH	: 	: 	: 	: 	: 	: 	: 	: 	: 	8820 	9460 	7920 	9360 	2880 	2700 	3240 	3240 	2880 	3340 	1800 	3240 	2880 	3240 	2880 	3240 	35560 	9000 	9720 	9360 	9180 	2880 	3240 	2880 	3240 	3240 	3240 	2880 	3240 	3240 	3240 	2880 	3060 	37260 
SEAT,ST_PAS,MK_LWSK_NO_ENTO	: 	: 	: 	: 	: 	: 	: 	: 	: 	9360 	9820 	9360 	9000 	3240 	3240 	2880 	3240 	3340 	3240 	2880 	3240 	3240 	2880 	3240 	2880 	37540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS,MK_LWSK_RS_LYBE	19254 	14392 	9448 	8846 	4872 	5536 	5048 	4648 	4696 	14908 	28616 	19924 	11994 	4964 	4370 	5574 	7994 	10282 	10340 	9054 	5176 	5694 	4864 	3372 	3758 	75442 	13982 	26620 	16166 	13192 	4704 	4344 	4934 	7312 	9876 	9432 	7150 	4652 	4364 	4444 	4340 	4408 	69960 
SEAT,ST_PAS,MK_LWSK_SE_ESGG	14040 	13680 	5764 	4680 	4680 	4680 	4680 	4320 	4680 	14400 	14380 	14040 	10440 	5040 	4680 	4680 	4680 	4860 	4840 	4680 	4680 	4680 	3600 	2880 	3960 	53260 	15120 	19080 	14040 	10800 	4680 	4680 	5760 	6120 	6480 	6480 	4680 	4680 	4680 	3960 	2880 	3960 	59040 
SEAT,ST_PAS,MK_LWSK_SE_ESKN	: 	: 	: 	: 	: 	: 	: 	: 	: 	9000 	9600 	9360 	9360 	2880 	2880 	3240 	2880 	3340 	3380 	3240 	3240 	2880 	3240 	3240 	2880 	37320 	9000 	9360 	9360 	9360 	2520 	3240 	3240 	2880 	3240 	3240 	3240 	3240 	2880 	3240 	2880 	3240 	37080 
SEAT,ST_PAS,MK_LWSK_SE_ESMS	23220 	18900 	10052 	7560 	7920 	7740 	6300 	5760 	6840 	23040 	23640 	23400 	21195 	7560 	7560 	7920 	7920 	8020 	7700 	7920 	7920 	7560 	7200 	6120 	7875 	91275 	27540 	33120 	23760 	19080 	7560 	9180 	10800 	10800 	11160 	11160 	7920 	7920 	7920 	7200 	5580 	6300 	103500 
SEAT,ST_PAS,MK_LWSK_SI_LJLJ	26487 	15892 	9164 	8568 	9311 	8608 	6310 	4416 	5166 	15164 	16588 	15758 	15750 	4828 	5098 	5238 	5464 	5918 	5206 	4806 	5756 	5196 	5442 	4956 	5352 	63260 	15668 	16864 	16384 	13408 	4964 	5252 	5452 	5580 	5704 	5580 	5176 	5708 	5500 	4930 	4058 	4420 	62324 
SEAT,ST_PAS,MK_LWSK_SK_LZIB	9360 	9360 	5040 	3240 	3240 	2880 	3600 	2520 	3240 	9000 	9860 	9360 	360 	2880 	2880 	3240 	3240 	3240 	3380 	2880 	3240 	3240 	360 	0 	0 	28580 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS,MK_LWSK_TR_LTAI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21816 	4482 	: 	: 	: 	: 	5332 	8542 	7942 	3904 	578 	: 	: 	: 	: 	26298 	: 	24648 	4361 	105 	: 	: 	: 	6116 	10342 	8190 	4361 	: 	: 	0 	105 	: 	29114 
SEAT,ST_PAS,MK_LWSK_TR_LTBA	59319 	49271 	20140 	19170 	20344 	19805 	18593 	15468 	15210 	54748 	57116 	54742 	46242 	17928 	17864 	18956 	19184 	18962 	18970 	17608 	19160 	17974 	17138 	15952 	13152 	212848 	45758 	53164 	50470 	46662 	13470 	15358 	16930 	17596 	17834 	17734 	16576 	17302 	16592 	16910 	13434 	16318 	196054 
SEAT,ST_PAS,MK_LWSK_TR_LTFJ	23962 	23313 	8178 	8290 	7920 	7752 	8628 	6774 	7911 	24384 	25128 	24384 	19560 	8646 	7470 	8268 	8658 	8220 	8250 	7824 	8622 	7938 	7008 	5916 	6636 	93456 	18726 	25684 	24663 	14682 	6354 	4854 	7518 	8216 	8838 	8630 	9015 	8214 	7434 	5412 	4458 	4812 	83755 
SEAT,ST_PAS,MK_LWSK_UK_EGGW	23400 	15120 	7920 	7560 	7920 	7920 	5400 	4320 	5400 	19260 	22720 	19440 	19620 	6840 	5580 	6840 	6840 	7920 	7960 	6840 	6480 	6120 	7020 	5760 	6840 	81040 	19440 	23760 	23400 	17280 	5940 	5940 	7560 	7920 	7920 	7920 	7560 	7920 	7920 	6480 	5400 	5400 	83880 
SEAT,ST_PAS_ARR,MK_LWSK_AE_OMDB	: 	: 	: 	: 	: 	: 	: 	: 	: 	4839 	4809 	4809 	4619 	1686 	1497 	1656 	1656 	1656 	1497 	1656 	1671 	1482 	1656 	1656 	1307 	19076 	4968 	6684 	6132 	4998 	1641 	1671 	1656 	1656 	2601 	2427 	2427 	2049 	1656 	1671 	1482 	1845 	22782 
SEAT,ST_PAS_ARR,MK_LWSK_AT_LOWW	24994 	17498 	9895 	8892 	8358 	7744 	7489 	4562 	5447 	17735 	24487 	20521 	14018 	5441 	5463 	6831 	7207 	8680 	8600 	7344 	6998 	6179 	5288 	4243 	4487 	76761 	15426 	23913 	18557 	13321 	4372 	5397 	5657 	7295 	8290 	8328 	6296 	6326 	5935 	4889 	4077 	4355 	71217 
SEAT,ST_PAS_ARR,MK_LWSK_BE_EBCI	4680 	4680 	1840 	1620 	1620 	1440 	1620 	1440 	1620 	4680 	4780 	4680 	4500 	1440 	1440 	1800 	1440 	1670 	1670 	1440 	1620 	1620 	1440 	1620 	1440 	18640 	4140 	4680 	4680 	4500 	900 	1620 	1620 	1440 	1620 	1620 	1620 	1620 	1440 	1620 	1440 	1440 	18000 
SEAT,ST_PAS_ARR,MK_LWSK_CH_LSZH	22018 	18969 	10012 	6467 	7188 	8363 	6502 	5160 	7307 	22149 	28671 	21986 	22128 	7403 	6680 	8066 	7827 	10135 	10709 	6965 	7647 	7374 	7209 	6882 	8037 	94934 	24359 	26258 	19288 	11678 	9182 	6922 	8255 	8064 	9532 	8662 	6084 	7026 	6178 	3892 	3424 	4362 	81583 
SEAT,ST_PAS_ARR,MK_LWSK_DE_EDDB	7020 	4500 	2380 	2340 	2340 	2340 	1620 	1440 	1440 	4860 	4800 	4680 	540 	1620 	1440 	1800 	1440 	1670 	1690 	1440 	1620 	1620 	540 	: 	: 	14880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_ARR,MK_LWSK_DE_EDDH	4680 	4500 	1680 	1440 	1620 	1620 	1440 	1440 	1620 	4140 	4910 	3780 	: 	1260 	1440 	1440 	1620 	1670 	1620 	1440 	1620 	720 	: 	: 	: 	12830 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_ARR,MK_LWSK_DE_EDDK	6840 	5040 	2390 	2340 	2340 	2160 	1620 	1440 	1980 	7020 	7230 	7209 	5220 	2520 	2340 	2160 	2340 	2520 	2370 	2340 	2340 	2529 	1980 	1440 	1800 	26679 	5760 	7020 	4860 	4680 	1980 	1440 	2340 	2340 	2340 	2340 	1620 	1620 	1620 	1620 	1440 	1620 	22320 
SEAT,ST_PAS_ARR,MK_LWSK_DE_EDDN	: 	: 	: 	: 	: 	: 	: 	: 	: 	4680 	4750 	4680 	4680 	1620 	1440 	1620 	1620 	1440 	1690 	1620 	1620 	1440 	1620 	1440 	1620 	18790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_ARR,MK_LWSK_DE_EDFH	7020 	4860 	2340 	2340 	2340 	2340 	1620 	1440 	1800 	5220 	6780 	5040 	5220 	1980 	1440 	1800 	1980 	2380 	2420 	1800 	1620 	1620 	1980 	1440 	1800 	22260 	4680 	6660 	4680 	4500 	1620 	1440 	1620 	1980 	2340 	2340 	1620 	1620 	1440 	1620 	1440 	1440 	20520 
SEAT,ST_PAS_ARR,MK_LWSK_DE_EDJA	4680 	6480 	2092 	1620 	1440 	1620 	1800 	2160 	2520 	7020 	7190 	7020 	7020 	2340 	2340 	2340 	2340 	2430 	2420 	2340 	2340 	2340 	2520 	2160 	2340 	28250 	7020 	7020 	7020 	7020 	2340 	2160 	2520 	2340 	2340 	2340 	2340 	2340 	2340 	2340 	2160 	2520 	28080 
SEAT,ST_PAS_ARR,MK_LWSK_DE_EDLW	7020 	6840 	2420 	2340 	2340 	2340 	2340 	2160 	2340 	6840 	7280 	7020 	7020 	2160 	2340 	2340 	2340 	2520 	2420 	2340 	2340 	2340 	2520 	2160 	2340 	28160 	7020 	7020 	7020 	6840 	2340 	2160 	2520 	2340 	2340 	2340 	2340 	2340 	2340 	2340 	2160 	2340 	27900 
SEAT,ST_PAS_ARR,MK_LWSK_DE_EDNY	4680 	4500 	1880 	1440 	1620 	1620 	1440 	1440 	1620 	4500 	4800 	4680 	4680 	1260 	1620 	1620 	1440 	1670 	1690 	1620 	1620 	1440 	1620 	1620 	1440 	18660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_ARR,MK_LWSK_DK_EKCH	4680 	4680 	1922 	1620 	1620 	1440 	1620 	1440 	1620 	4140 	4800 	4680 	540 	1260 	1440 	1440 	1440 	1670 	1690 	1620 	1620 	1440 	540 	: 	: 	14160 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_ARR,MK_LWSK_ES_LEBL	: 	: 	: 	: 	: 	: 	: 	: 	: 	4500 	4860 	4680 	4680 	1260 	1620 	1620 	1620 	1620 	1620 	1440 	1620 	1620 	1620 	1440 	1620 	18720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_ARR,MK_LWSK_FR_LFOB	: 	: 	: 	: 	: 	: 	: 	: 	: 	4500 	4910 	4680 	4680 	1260 	1620 	1620 	1620 	1620 	1670 	1440 	1620 	1620 	1620 	1440 	1620 	18770 	4680 	6660 	4680 	4680 	1620 	1440 	1620 	1980 	2340 	2340 	1620 	1620 	1440 	1620 	1440 	1620 	20700 
SEAT,ST_PAS_ARR,MK_LWSK_FR_LFSB	11520 	11816 	5060 	3780 	3960 	3780 	3960 	3240 	4616 	12028 	13169 	11889 	10512 	3928 	4140 	3960 	3780 	4330 	5059 	3960 	4149 	3780 	3600 	3060 	3852 	47598 	11133 	11700 	11700 	9540 	3213 	3960 	3960 	3780 	3960 	3960 	3780 	3960 	3960 	3420 	2880 	3240 	44073 
SEAT,ST_PAS_ARR,MK_LWSK_HR_LDZA	11148 	7414 	3904 	3728 	3512 	3908 	2884 	2052 	2478 	9177 	12190 	11999 	7440 	2524 	2672 	3981 	3984 	4060 	4146 	4073 	4054 	3872 	2854 	2144 	2442 	40806 	8626 	11736 	11643 	8106 	2458 	2952 	3216 	3704 	4024 	4008 	3595 	3948 	4100 	3022 	2296 	2788 	40111 
SEAT,ST_PAS_ARR,MK_LWSK_IT_LIME	: 	: 	: 	: 	: 	: 	: 	: 	: 	4500 	4506 	4680 	4860 	1260 	1620 	1620 	1440 	1620 	1446 	1440 	1620 	1620 	1620 	1440 	1800 	18546 	5040 	6660 	4680 	4680 	1980 	1440 	1620 	1980 	2340 	2340 	1620 	1620 	1440 	1620 	1440 	1620 	21060 
SEAT,ST_PAS_ARR,MK_LWSK_IT_LIPH	: 	: 	: 	: 	: 	: 	: 	: 	: 	4680 	4930 	4680 	4500 	1620 	1620 	1440 	1620 	1620 	1690 	1440 	1620 	1620 	1440 	1440 	1620 	18790 	4680 	4860 	4680 	4680 	1620 	1620 	1440 	1620 	1620 	1620 	1440 	1620 	1620 	1620 	1440 	1620 	18900 
SEAT,ST_PAS_ARR,MK_LWSK_IT_LIRF	: 	: 	: 	: 	: 	: 	: 	: 	: 	5715 	8006 	8167 	6900 	: 	2652 	3063 	2614 	2728 	2664 	2640 	2726 	2801 	2388 	2200 	2312 	28788 	7110 	8327 	8092 	6460 	2200 	2212 	2698 	2640 	2939 	2748 	2700 	2828 	2564 	2388 	1872 	2200 	29989 
SEAT,ST_PAS_ARR,MK_LWSK_NL_EHEH	: 	: 	: 	: 	: 	: 	: 	: 	: 	4320 	4730 	3960 	4680 	1440 	1260 	1620 	1620 	1440 	1670 	900 	1620 	1440 	1620 	1440 	1620 	17690 	4680 	4860 	4680 	4680 	1620 	1620 	1440 	1620 	1620 	1620 	1440 	1620 	1620 	1620 	1440 	1620 	18900 
SEAT,ST_PAS_ARR,MK_LWSK_NO_ENTO	: 	: 	: 	: 	: 	: 	: 	: 	: 	4680 	4910 	4680 	4500 	1620 	1620 	1440 	1620 	1670 	1620 	1440 	1620 	1620 	1440 	1620 	1440 	18770 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SEAT,ST_PAS_ARR,MK_LWSK_RS_LYBE	9664 	7196 	4724 	4460 	2436 	2768 	2524 	2324 	2348 	7418 	14273 	10033 	5997 	2482 	2114 	2822 	3962 	5141 	5170 	4598 	2588 	2847 	2432 	1686 	1879 	37721 	7026 	13275 	8118 	6596 	2352 	2172 	2502 	3621 	4938 	4716 	3610 	2326 	2182 	2222 	2170 	2204 	35015 
